# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead.
#
# FROM-URL	TO-URL
/de/docs/API/PageVisibility/Page_Visibility_API	/de/docs/Web/API/Page_Visibility_API
/de/docs/API/Pointer_Lock_API	/de/docs/Web/API/Pointer_Lock_API
/de/docs/API/navigationTiming	/de/docs/Web/API/Performance_API/Navigation_timing
/de/docs/API/navigationTiming/Using_Navigation_Timing	/de/docs/Web/API/Performance_API/Navigation_timing
/de/docs/API/window.performance/navigationTiming	/de/docs/Web/API/Performance_API/Navigation_timing
/de/docs/ARIA	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA/ARIA_Guides	/de/docs/Web/Accessibility/ARIA/ARIA_Guides
/de/docs/ARIA/ARIA_Live_Regions	/de/docs/Web/Accessibility/ARIA/ARIA_Live_Regions
/de/docs/ARIA/ARIA_Screen_Reader_Implementors_Guide	/de/docs/Web/Accessibility/ARIA/ARIA_Screen_Reader_Implementors_Guide
/de/docs/ARIA/ARIA_Techniques	/de/docs/Web/Accessibility/ARIA/ARIA_Techniques
/de/docs/ARIA/ARIA_Techniques/Using_the_alert_role	/de/docs/Web/Accessibility/ARIA/Roles/alert_role
/de/docs/ARIA/ARIA_Techniques/Using_the_alertdialog_role	/de/docs/Web/Accessibility/ARIA/Roles/alertdialog_role
/de/docs/ARIA/ARIA_Techniques/Using_the_aria-activedescendant_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-activedescendant
/de/docs/ARIA/ARIA_Techniques/Using_the_aria-labelledby_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-labelledby
/de/docs/ARIA/ARIA_Techniques/Using_the_banner_role	/de/docs/Web/Accessibility/ARIA/Roles/banner_role
/de/docs/ARIA/ARIA_Techniques/Using_the_button_role	/de/docs/Web/Accessibility/ARIA/Roles/button_role
/de/docs/ARIA/ARIA_Techniques/Using_the_checkbox_role	/de/docs/Web/Accessibility/ARIA/Roles/checkbox_role
/de/docs/ARIA/ARIA_Techniques/Using_the_dialog_role	/de/docs/Web/Accessibility/ARIA/Roles/dialog_role
/de/docs/ARIA/ARIA_Techniques/Using_the_group_role	/de/docs/Web/Accessibility/ARIA/Roles/group_role
/de/docs/ARIA/ARIA_Techniques/Using_the_listbox_role	/de/docs/Web/Accessibility/ARIA/Roles/listbox_role
/de/docs/ARIA/ARIA_Techniques/Using_the_log_role	/de/docs/Web/Accessibility/ARIA/Roles/log_role
/de/docs/ARIA/ARIA_Techniques/Using_the_presentation_role	/de/docs/Web/Accessibility/ARIA/Roles/presentation_role
/de/docs/ARIA/ARIA_Techniques/Using_the_radio_role	/de/docs/Web/Accessibility/ARIA/Roles/radio_role
/de/docs/ARIA/ARIA_Techniques/Using_the_status_role	/de/docs/Web/Accessibility/ARIA/Roles/status_role
/de/docs/ARIA/ARIA_Techniques/Using_the_textbox_role	/de/docs/Web/Accessibility/ARIA/Roles/textbox_role
/de/docs/ARIA/ARIA_Techniques/Using_the_toolbar_role	/de/docs/Web/Accessibility/ARIA/Roles/toolbar_role
/de/docs/ARIA/Accessible_Rich_Internet_Applications	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA/Basic_form_hints	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA/How_to_file_ARIA-related_bugs	/de/docs/Web/Accessibility/ARIA/How_to_file_ARIA-related_bugs
/de/docs/ARIA/Live_Regions	/de/docs/Web/Accessibility/ARIA/ARIA_Live_Regions
/de/docs/ARIA/examples	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA/widgets	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA/widgets/overview	/de/docs/Web/Accessibility/ARIA
/de/docs/ARIA_Screen_Reader_Implementors_Guide	/de/docs/Web/Accessibility/ARIA/ARIA_Screen_Reader_Implementors_Guide
/de/docs/A_re-introduction_to_JavaScript	/de/docs/Web/JavaScript/Language_overview
/de/docs/About_JavaScript	/de/docs/Web/JavaScript
/de/docs/About_WOFF	/de/docs/Web/CSS/CSS_fonts/WOFF
/de/docs/About_the_Document_Object_Model	/de/docs/Web/API/Document_Object_Model
/de/docs/Accessibility	/de/docs/Web/Accessibility
/de/docs/Accessibility/ARIA	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/ARIA_Examples	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/ARIA_Guides	/de/docs/Web/Accessibility/ARIA/ARIA_Guides
/de/docs/Accessibility/ARIA/ARIA_Live_Regions	/de/docs/Web/Accessibility/ARIA/ARIA_Live_Regions
/de/docs/Accessibility/ARIA/ARIA_Screen_Reader_Implementors_Guide	/de/docs/Web/Accessibility/ARIA/ARIA_Screen_Reader_Implementors_Guide
/de/docs/Accessibility/ARIA/ARIA_Techniques	/de/docs/Web/Accessibility/ARIA/ARIA_Techniques
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_alert_role	/de/docs/Web/Accessibility/ARIA/Roles/alert_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_alertdialog_role	/de/docs/Web/Accessibility/ARIA/Roles/alertdialog_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-activedescendant_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-activedescendant
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-describedby_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-describedby
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-invalid_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-invalid
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-invalid_property	/de/docs/Web/Accessibility/ARIA/Attributes/aria-invalid
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-label_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-label
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-labelledby_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-labelledby
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-orientation_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-orientation
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-required_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-required
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-required_property	/de/docs/Web/Accessibility/ARIA/Attributes/aria-required
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-valuemax_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-valuemax
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-valuemin_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-valuemin
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-valuenow_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-valuenow
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-valuetext_attribute	/de/docs/Web/Accessibility/ARIA/Attributes/aria-valuetext
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_article_role	/de/docs/Web/Accessibility/ARIA/Roles/article_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_banner_role	/de/docs/Web/Accessibility/ARIA/Roles/banner_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_button_role	/de/docs/Web/Accessibility/ARIA/Roles/button_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_checkbox_role	/de/docs/Web/Accessibility/ARIA/Roles/checkbox_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_dialog_role	/de/docs/Web/Accessibility/ARIA/Roles/dialog_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_group_role	/de/docs/Web/Accessibility/ARIA/Roles/group_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_listbox_role	/de/docs/Web/Accessibility/ARIA/Roles/listbox_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_log_role	/de/docs/Web/Accessibility/ARIA/Roles/log_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_presentation_role	/de/docs/Web/Accessibility/ARIA/Roles/presentation_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_radio_role	/de/docs/Web/Accessibility/ARIA/Roles/radio_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_status_role	/de/docs/Web/Accessibility/ARIA/Roles/status_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_textbox_role	/de/docs/Web/Accessibility/ARIA/Roles/textbox_role
/de/docs/Accessibility/ARIA/ARIA_Techniques/Using_the_toolbar_role	/de/docs/Web/Accessibility/ARIA/Roles/toolbar_role
/de/docs/Accessibility/ARIA/ARIA_Test_Cases	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/Basic_form_hints	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/How_to_file_ARIA-related_bugs	/de/docs/Web/Accessibility/ARIA/How_to_file_ARIA-related_bugs
/de/docs/Accessibility/ARIA/Web_applications_and_ARIA_FAQ	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/examples	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/forms	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/forms/Basic_form_hints	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/forms/Multipart_labels	/de/docs/Web/Accessibility/ARIA/Multipart_labels
/de/docs/Accessibility/ARIA/forms/alerts	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/widgets	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/ARIA/widgets/overview	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/Accessible_dynamic_content	/de/docs/Web/Accessibility/An_overview_of_accessible_web_applications_and_widgets
/de/docs/Accessibility/Accessible_forms/alerts	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility/An_overview_of_accessible_web_applications_and_widgets	/de/docs/Web/Accessibility/An_overview_of_accessible_web_applications_and_widgets
/de/docs/Accessibility/Community	/de/docs/Web/Accessibility
/de/docs/Accessibility/FAQ	/de/docs/Web/Accessibility
/de/docs/Accessibility/HTML_To_MSAA	/de/docs/Web/Accessibility
/de/docs/Accessibility/Implementing_MSAA_server	/de/docs/Web/Accessibility
/de/docs/Accessibility/Implementing_an_MSAA_Server	/de/docs/Web/Accessibility
/de/docs/Accessibility/Keyboard-navigable_JavaScript_widgets	/de/docs/Web/Accessibility/Keyboard-navigable_JavaScript_widgets
/de/docs/Accessibility/Web_Development	/de/docs/Web/Accessibility
/de/docs/Accessibility/Web_applications_and_ARIA_FAQ	/de/docs/Web/Accessibility/ARIA
/de/docs/Accessibility:Community	/de/docs/Web/Accessibility
/de/docs/Accessibility_FAQ	/de/docs/Web/Accessibility
/de/docs/Accessibility_Information_for_Web_Authors	/de/docs/Web/Accessibility/Information_for_Web_authors
/de/docs/Accessible_DHTML	/de/docs/Web/Accessibility/ARIA
/de/docs/Adapting_XUL_Applications_for_Firefox_1.5	/de/docs/Mozilla/Firefox/Releases/1.5
/de/docs/Adding_2D_content_to_a_WebGL_context	/de/docs/Web/API/WebGL_API/Tutorial/Adding_2D_content_to_a_WebGL_context
/de/docs/Adding_Extensions_using_the_Windows_Registry	https://extensionworkshop.com/documentation/publish/signing-and-distribution-overview/
/de/docs/Adding_feed_readers_to_Firefox	/de/docs/Mozilla/Firefox/Releases/2/Adding_feed_readers_to_Firefox
/de/docs/Adding_search_engines	/de/docs/Web/XML/Guides/OpenSearch
/de/docs/Adding_search_engines_from_web_pages	/de/docs/Web/XML/Guides/OpenSearch
/de/docs/Addons	/de/docs/Mozilla/Add-ons
/de/docs/Addons/Add-on_guidelines	https://extensionworkshop.com/documentation/publish/add-on-policies/
/de/docs/Addons/Working_with_AMO	/de/docs/Mozilla/Add-ons
/de/docs/Advanced_styling_for_HTML_forms	/de/docs/Learn_web_development/Extensions/Forms/Advanced_form_styling
/de/docs/Alternative_style_sheets	/de/docs/Web/HTML/Attributes/rel/alternate_stylesheet
/de/docs/An_Overview_of_Accessible_Web_Applications_and_Widgets	/de/docs/Web/Accessibility/An_overview_of_accessible_web_applications_and_widgets
/de/docs/An_overview_of_NSS_Internals	https://firefox-source-docs.mozilla.org/security/nss/index.html
/de/docs/Animation	/de/docs/Web/API/Animation
/de/docs/Animation/currentTime	/de/docs/Web/API/Animation/currentTime
/de/docs/Animation/finish	/de/docs/Web/API/Animation/finish
/de/docs/Animation/pause	/de/docs/Web/API/Animation/pause
/de/docs/Animation/play	/de/docs/Web/API/Animation/play
/de/docs/Animation/playState	/de/docs/Web/API/Animation/playState
/de/docs/Animation/playbackRate	/de/docs/Web/API/Animation/playbackRate
/de/docs/Animation/reverse	/de/docs/Web/API/Animation/reverse
/de/docs/Animation/startTime	/de/docs/Web/API/Animation/startTime
/de/docs/AppLinks/WebConsoleHelp	https://firefox-source-docs.mozilla.org/devtools-user/web_console/helpers/index.html
/de/docs/Applying_SVG_effects_to_HTML_content	/de/docs/Web/SVG/Applying_SVG_effects_to_HTML_content
/de/docs/Base64_encoding_and_decoding	/de/docs/Glossary/Base64
/de/docs/BeforeInstallPromptEvent.prompt	/de/docs/Web/API/BeforeInstallPromptEvent/prompt
/de/docs/BiquadFilterNode	/de/docs/Web/API/BiquadFilterNode
/de/docs/BluetoothRemoteGATTService	/de/docs/Web/API/BluetoothRemoteGATTService
/de/docs/BluetoothRemoteGATTService/device	/de/docs/Web/API/BluetoothRemoteGATTService/device
/de/docs/BluetoothRemoteGATTService/getCharacteristic	/de/docs/Web/API/BluetoothRemoteGATTService/getCharacteristic
/de/docs/BluetoothRemoteGATTService/getCharacteristics	/de/docs/Web/API/BluetoothRemoteGATTService/getCharacteristics
/de/docs/BluetoothRemoteGATTService/getIncludedService	/de/docs/Web/API/BluetoothRemoteGATTService
/de/docs/BluetoothRemoteGATTService/getIncludedServices	/de/docs/Web/API/BluetoothRemoteGATTService
/de/docs/BluetoothRemoteGATTService/isPrimary	/de/docs/Web/API/BluetoothRemoteGATTService/isPrimary
/de/docs/BluetoothRemoteGATTService/uuid	/de/docs/Web/API/BluetoothRemoteGATTService/uuid
/de/docs/Browser_detection_using_the_user_agent	/de/docs/Web/HTTP/Browser_detection_using_the_user_agent
/de/docs/Bugzilla_(external)	https://bugzilla.mozilla.org/enter_bug.cgi?format=guided
/de/docs/Building_an_Extension	/de/docs/Mozilla/Add-ons
/de/docs/CER_temp	/de/docs/Web/API/Document
/de/docs/CORS_Enabled_Image	/de/docs/Web/HTML/CORS_enabled_image
/de/docs/CSS	/de/docs/Web/CSS
/de/docs/CSS-2_Quick_Reference	/de/docs/Web/CSS
/de/docs/CSS-2_Quick_Reference/All_in_a_page	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Box_model	/de/docs/Web/CSS/CSS_box_model/Introduction_to_the_CSS_box_model
/de/docs/CSS-2_Quick_Reference/Color_and_Background	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Font	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Lists	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Selectors	/de/docs/Learn_web_development/Core/Styling_basics/Basic_selectors
/de/docs/CSS-2_Quick_Reference/Tables	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Text	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Units	/de/docs/Web/CSS/length
/de/docs/CSS-2_Quick_Reference/User_interface	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Visual_effects	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference/Visual_formatting_details	/de/docs/Web/CSS/Visual_formatting_model
/de/docs/CSS-2_Quick_Reference/Visual_formatting_model	/de/docs/Web/CSS/Visual_formatting_model
/de/docs/CSS-2_Quick_Reference:All_in_a_page	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Box_model	/de/docs/Web/CSS/CSS_box_model/Introduction_to_the_CSS_box_model
/de/docs/CSS-2_Quick_Reference:Color_and_Background	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Font	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Lists	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Selectors	/de/docs/Learn_web_development/Core/Styling_basics/Basic_selectors
/de/docs/CSS-2_Quick_Reference:Tables	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Text	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Units	/de/docs/Web/CSS/length
/de/docs/CSS-2_Quick_Reference:User_interface	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Visual_effects	/de/docs/Web/CSS/Reference
/de/docs/CSS-2_Quick_Reference:Visual_formatting_details	/de/docs/Web/CSS/Visual_formatting_model
/de/docs/CSS-2_Quick_Reference:Visual_formatting_model	/de/docs/Web/CSS/Visual_formatting_model
/de/docs/CSS-redirect-1	/de/docs/Web/CSS
/de/docs/CSS-redirect-2	/de/docs/Web/CSS
/de/docs/CSS/-epub-caption-side	/de/docs/Web/CSS/caption-side
/de/docs/CSS/-epub-text-transform	/de/docs/Web/CSS/text-transform
/de/docs/CSS/-moz-alias	/de/docs/Web/CSS/cursor
/de/docs/CSS/-moz-animation	/de/docs/Web/CSS/animation
/de/docs/CSS/-moz-animation-delay	/de/docs/Web/CSS/animation-delay
/de/docs/CSS/-moz-animation-direction	/de/docs/Web/CSS/animation-direction
/de/docs/CSS/-moz-animation-duration	/de/docs/Web/CSS/animation-duration
/de/docs/CSS/-moz-animation-fill-mode	/de/docs/Web/CSS/animation-fill-mode
/de/docs/CSS/-moz-animation-iteration-count	/de/docs/Web/CSS/animation-iteration-count
/de/docs/CSS/-moz-animation-name	/de/docs/Web/CSS/animation-name
/de/docs/CSS/-moz-animation-play-state	/de/docs/Web/CSS/animation-play-state
/de/docs/CSS/-moz-animation-timing-function	/de/docs/Web/CSS/animation-timing-function
/de/docs/CSS/-moz-appearance	/de/docs/Web/CSS/appearance
/de/docs/CSS/-moz-appearance-redirect-1	/de/docs/Web/CSS/appearance
/de/docs/CSS/-moz-backface-visibility	/de/docs/Web/CSS/backface-visibility
/de/docs/CSS/-moz-background-clip	/de/docs/Web/CSS/background-clip
/de/docs/CSS/-moz-background-inline-policy	/de/docs/Web/CSS/box-decoration-break
/de/docs/CSS/-moz-background-origin	/de/docs/Web/CSS/background-origin
/de/docs/CSS/-moz-background-size	/de/docs/Web/CSS/background-size
/de/docs/CSS/-moz-border-bottom-left-radius	/de/docs/Web/CSS/border-bottom-left-radius
/de/docs/CSS/-moz-border-bottom-right-radius	/de/docs/Web/CSS/border-bottom-right-radius
/de/docs/CSS/-moz-border-image	/de/docs/Web/CSS/border-image
/de/docs/CSS/-moz-border-image-outset	/de/docs/Web/CSS/border-image-outset
/de/docs/CSS/-moz-border-image-repeat	/de/docs/Web/CSS/border-image-repeat
/de/docs/CSS/-moz-border-image-slice	/de/docs/Web/CSS/border-image-slice
/de/docs/CSS/-moz-border-image-source	/de/docs/Web/CSS/border-image-source
/de/docs/CSS/-moz-border-image-width	/de/docs/Web/CSS/border-image-width
/de/docs/CSS/-moz-border-radius	/de/docs/Web/CSS/border-radius
/de/docs/CSS/-moz-border-radius-bottomleft	/de/docs/Web/CSS/border-bottom-left-radius
/de/docs/CSS/-moz-border-radius-bottomright	/de/docs/Web/CSS/border-bottom-right-radius
/de/docs/CSS/-moz-border-radius-topleft	/de/docs/Web/CSS/border-top-left-radius
/de/docs/CSS/-moz-border-radius-topright	/de/docs/Web/CSS/border-top-right-radius
/de/docs/CSS/-moz-border-top-left-radius	/de/docs/Web/CSS/border-top-left-radius
/de/docs/CSS/-moz-border-top-right-radius	/de/docs/Web/CSS/border-top-right-radius
/de/docs/CSS/-moz-box-align	/de/docs/Web/CSS/box-align
/de/docs/CSS/-moz-box-direction	/de/docs/Web/CSS/box-direction
/de/docs/CSS/-moz-box-flex	/de/docs/Web/CSS/box-flex
/de/docs/CSS/-moz-box-ordinal-group	/de/docs/Web/CSS/box-ordinal-group
/de/docs/CSS/-moz-box-orient	/de/docs/Web/CSS/box-orient
/de/docs/CSS/-moz-box-pack	/de/docs/Web/CSS/box-pack
/de/docs/CSS/-moz-box-shadow	/de/docs/Web/CSS/box-shadow
/de/docs/CSS/-moz-box-sizing	/de/docs/Web/CSS/box-sizing
/de/docs/CSS/-moz-calc	/de/docs/Web/CSS/calc
/de/docs/CSS/-moz-cell	/de/docs/Web/CSS/cursor
/de/docs/CSS/-moz-column-count	/de/docs/Web/CSS/column-count
/de/docs/CSS/-moz-column-fill	/de/docs/Web/CSS/column-fill
/de/docs/CSS/-moz-column-gap	/de/docs/Web/CSS/column-gap
/de/docs/CSS/-moz-column-rule	/de/docs/Web/CSS/column-rule
/de/docs/CSS/-moz-column-rule-color	/de/docs/Web/CSS/column-rule-color
/de/docs/CSS/-moz-column-rule-style	/de/docs/Web/CSS/column-rule-style
/de/docs/CSS/-moz-column-rule-width	/de/docs/Web/CSS/column-rule-width
/de/docs/CSS/-moz-column-width	/de/docs/Web/CSS/column-width
/de/docs/CSS/-moz-columns	/de/docs/Web/CSS/columns
/de/docs/CSS/-moz-context-menu	/de/docs/Web/CSS/cursor
/de/docs/CSS/-moz-copy	/de/docs/Web/CSS/cursor
/de/docs/CSS/-moz-element	/de/docs/Web/CSS/element
/de/docs/CSS/-moz-filter	/de/docs/Web/CSS/filter
/de/docs/CSS/-moz-float-edge	/de/docs/Web/CSS/-moz-float-edge
/de/docs/CSS/-moz-font-feature-settings	/de/docs/Web/CSS/font-feature-settings
/de/docs/CSS/-moz-font-language-override	/de/docs/Web/CSS/font-language-override
/de/docs/CSS/-moz-force-broken-image-icon	/de/docs/Web/CSS/-moz-force-broken-image-icon
/de/docs/CSS/-moz-grab	/de/docs/Web/CSS/cursor#grab
/de/docs/CSS/-moz-grabbing	/de/docs/Web/CSS/cursor#grab
/de/docs/CSS/-moz-hidden-unscrollable	/de/docs/Web/CSS/overflow
/de/docs/CSS/-moz-hyphens	/de/docs/Web/CSS/hyphens
/de/docs/CSS/-moz-image-rect	/de/docs/Web/CSS/-moz-image-rect
/de/docs/CSS/-moz-image-region	/de/docs/Web/CSS/-moz-image-region
/de/docs/CSS/-moz-initial	/de/docs/Web/CSS/initial
/de/docs/CSS/-moz-linear-gradient	/de/docs/Web/CSS/gradient/linear-gradient
/de/docs/CSS/-moz-margin-end	/de/docs/Web/CSS/margin-inline-end
/de/docs/CSS/-moz-margin-start	/de/docs/Web/CSS/margin-inline-start
/de/docs/CSS/-moz-mask	/de/docs/Web/CSS/mask
/de/docs/CSS/-moz-opacity	/de/docs/Web/CSS/opacity
/de/docs/CSS/-moz-orient	/de/docs/Web/CSS/-moz-orient
/de/docs/CSS/-moz-outline	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-color	/de/docs/Web/CSS/outline-color
/de/docs/CSS/-moz-outline-offset	/de/docs/Web/CSS/outline-offset
/de/docs/CSS/-moz-outline-radius	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-radius-bottomleft	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-radius-bottomright	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-radius-topleft	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-radius-topright	/de/docs/Web/CSS/outline
/de/docs/CSS/-moz-outline-style	/de/docs/Web/CSS/outline-style
/de/docs/CSS/-moz-outline-width	/de/docs/Web/CSS/outline-width
/de/docs/CSS/-moz-padding-end	/de/docs/Web/CSS/padding-inline-end
/de/docs/CSS/-moz-padding-start	/de/docs/Web/CSS/padding-inline-start
/de/docs/CSS/-moz-perspective	/de/docs/Web/CSS/perspective
/de/docs/CSS/-moz-perspective-origin	/de/docs/Web/CSS/perspective-origin
/de/docs/CSS/-moz-radial-gradient	/de/docs/Web/CSS/gradient/radial-gradient
/de/docs/CSS/-moz-repeating-linear-gradient	/de/docs/Web/CSS/gradient/repeating-linear-gradient
/de/docs/CSS/-moz-repeating-radial-gradient	/de/docs/Web/CSS/gradient/repeating-radial-gradient
/de/docs/CSS/-moz-resize	/de/docs/Web/CSS/resize
/de/docs/CSS/-moz-scrollbars-horizontal	/de/docs/Web/CSS/overflow
/de/docs/CSS/-moz-scrollbars-none	/de/docs/Web/CSS/overflow
/de/docs/CSS/-moz-scrollbars-vertical	/de/docs/Web/CSS/overflow
/de/docs/CSS/-moz-spinning	/de/docs/Web/CSS/cursor
/de/docs/CSS/-moz-tab-size	/de/docs/Web/CSS/tab-size
/de/docs/CSS/-moz-text-align-last	/de/docs/Web/CSS/text-align-last
/de/docs/CSS/-moz-text-size-adjust	/de/docs/Web/CSS/text-size-adjust
/de/docs/CSS/-moz-transform	/de/docs/Web/CSS/transform
/de/docs/CSS/-moz-transform-origin	/de/docs/Web/CSS/transform-origin
/de/docs/CSS/-moz-transform-style	/de/docs/Web/CSS/transform-style
/de/docs/CSS/-moz-transition	/de/docs/Web/CSS/transition
/de/docs/CSS/-moz-transition-delay	/de/docs/Web/CSS/transition-delay
/de/docs/CSS/-moz-transition-duration	/de/docs/Web/CSS/transition-duration
/de/docs/CSS/-moz-transition-property	/de/docs/Web/CSS/transition-property
